day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2023-05-29,0.6683168094045072,1.0,0.7503286330848674,1.0,1.0
2023-05-30,-0.8706461322365278,2.430816978764112,0.46215439290882576,0.020708399007875734,2.0
2023-06-11,0.9639528628608574,1.0,0.29072802479766563,1.0,1.0
2023-06-12,0.5111668138953686,0.4525678958253311,-0.24856741543313077,0.8508550313829817,4.0
2023-06-13,1.3898193819166864,1.0,0.25006744518566293,1.0,1.0
2023-06-14,0.7506367053840206,1.0,0.0012688200636266124,1.0,1.0
2023-06-15,-0.1889283971172769,1.0,-0.22840015903236405,1.0,1.0
2023-06-16,0.19098709213669576,1.0,0.630658737105468,1.0,1.0
2023-06-19,0.9334666315568196,1.0,0.5864582908812654,1.0,1.0
2023-06-20,0.6256955784081313,1.0554725835282255,0.20372942601995303,0.5869988547097426,4.0
2023-06-21,-0.8384950843038594,1.0,0.39798139711087344,1.0,1.0
2023-06-22,-3.8395378304300065,1.0,3.165270328421859,1.0,1.0
2023-06-23,-0.4414311200643029,0.6020546322722132,-0.04110684404157329,1.1671781488331499,8.0
2023-06-24,0.48030836808820043,1.0,-0.7355116727570641,1.0,1.0
2023-06-26,0.7071067811865476,1.0,0.7071067811865475,1.0,1.0
2023-06-30,0.0,1.0,0.0,1.0,1.0
2023-07-15,-0.5433051803299741,0.27668614100489153,-1.0785870898478784,0.5566690280725105,2.0
2023-07-17,0.15217707955181042,0.21775922740339745,-0.46501912237927606,0.5124350582515306,2.0
2023-07-19,0.048312425622966136,0.4546613379125118,0.12427336444765769,0.5732800189453826,5.0
2023-07-20,-0.7906094665664861,0.40107809295148156,-0.6292709648384897,1.161921188143129,2.0
2023-07-21,-0.7200254503506378,0.38240684803271546,0.42515265837626737,0.3877205243992456,2.0
2023-07-23,0.6610764527468851,0.3902624231184306,-0.7163213648993357,0.2938837206906631,4.0
2023-07-24,0.08742902485609302,1.0,1.5389044398810807,1.0,1.0
2023-07-25,1.6417110863373556,0.7064995388153431,0.7055192638083593,0.5315826783688891,3.0
2023-07-26,0.19826156278250903,0.5269939824121839,0.8282656618198763,0.9626334400796523,2.0
2023-07-27,0.004381095343858929,0.1174313099481339,-0.39629126949137106,0.006786080815378481,2.0
2023-07-28,-1.0633350113348903,1.102850610435291,0.10029755846699935,0.7227415431789791,5.0
2023-07-29,0.9070688107956597,1.0,1.0640093507264359,1.0,1.0
2023-07-30,0.0,1.0,0.0,1.0,1.0
2023-07-31,0.4636870858791351,0.7596502488676998,-0.30018644078131507,1.101677473356826,3.0
2023-08-01,-0.7719545103045156,1.0830565939106265,-0.29333049701859687,0.5785780300989306,9.0
2023-08-03,-0.4034518542384225,1.0,-0.469673600978133,1.0,1.0
2023-08-04,0.3931240601242666,0.210192119623839,0.20613881450588056,0.4603431475340661,2.0
2023-08-05,-0.5026887961962173,1.0,0.3704709229764139,1.0,1.0
2023-08-09,-0.16810840518124745,0.9154082068389192,0.0868403129781317,1.744628273762504,3.0
2023-08-10,0.2849287850535957,0.6183102191040389,-0.32975097879137955,0.9020859602646129,7.0
2023-08-14,0.7690481651629653,1.0,-0.2295267361953668,1.0,1.0
2023-08-15,0.3487030715079899,0.8879034136048941,-0.5619658872404649,0.5270395774818464,8.0
2023-08-16,-0.055249183930837734,1.0,-0.8533327104218904,1.0,1.0
2023-08-17,-0.2073207310807982,0.7143783516547272,0.2992364167660916,0.8105530475934442,10.0
2023-08-18,0.2029319836683304,0.5342102767706708,-0.42646421966284404,0.8026795962265001,16.0
2023-08-19,-0.03397389169851648,0.7451064979462345,-0.4440899199275351,0.9910313569575772,17.0
2023-08-20,-0.09648926631302758,1.2638820448796315,-0.25503488460526036,0.9280781303152417,14.0
2023-08-21,0.18914351069214483,0.8341769487748416,-0.11785577840202055,1.1728937358403042,4.0
2023-08-22,-0.6366864572979811,1.353557614039066,0.0740292443237893,1.3116532412330493,4.0
2023-08-23,-1.7650632696039599,1.0,0.11880958784050567,1.0,1.0
2023-08-24,-0.8288720227192852,1.0,0.14758102854262034,1.0,1.0
2023-08-25,-0.021635711582086048,0.37820532565264287,0.9631484405203787,0.5125136497658331,8.0
2023-08-26,-0.025,1.0,0.7,1.0,1.0
2023-08-27,0.7387531183216179,1.1690081675476132,0.8129173520125298,1.2154115931947604,6.0
2023-08-28,0.3503453712673078,1.0850984642858263,0.26180957973521424,1.1232353311861174,11.0
2023-08-29,-0.0640432271950758,1.016046234446672,0.4240163503731119,0.8995285738265191,13.0
2023-08-30,-0.22199913056496887,1.1782561483396543,0.19497695898642206,1.124044376582403,17.0
2023-08-31,-0.23299009212743205,0.8830949904474973,-0.3933823105837953,0.9577280301354641,6.0
2023-09-01,0.31135050102675466,0.7225030157755777,-0.19282232528852825,0.9774796447066938,24.0
2023-09-02,0.12551303015416104,1.176124203654463,-0.3611387805221417,0.8884781689602295,6.0
2023-09-03,0.44355238942565534,0.41055147500016775,-0.9821369293449419,0.9019071831685663,8.0
2023-09-04,-0.5268735916011192,0.4052868116533,-1.7513791467387663,0.2986106076660404,2.0
2023-09-05,-0.11951357236654611,0.42289827494043347,0.14311524713542423,1.0691978880065844,9.0
2023-09-06,-0.5268537958778478,0.9147677290026252,0.17530461021073704,0.9688458079370643,18.0
2023-09-07,0.2816465889277422,0.9155932117649883,0.2561664552024572,0.7264811412170227,25.0
2023-09-08,0.448024209990027,0.7454257771220932,0.34697173867436276,0.7708106549945832,42.0
2023-09-09,-0.11090071986263364,0.9345738528025217,0.5436922154123567,1.0447088425545565,19.0
2023-09-10,-0.3630474881626486,0.9365522272657218,-0.08648698621078192,0.34054210206895336,7.0
2023-09-11,0.005634114260626276,0.8471858185207388,0.051038201166877115,0.7751322430268263,34.0
2023-09-12,0.17160636306458438,0.8057658287193633,0.2832960388551187,0.8854366480022093,15.0
2023-09-13,0.13661470192178524,1.1097692104072525,0.43858232832361543,0.8909391973894504,17.0
2023-09-14,-0.1556326061407697,0.753109181204956,0.1674396991378309,0.6995741133992078,15.0
2023-09-15,0.38198435082194354,0.6138183723810582,0.15717821410557245,0.716369507379544,29.0
2023-09-16,-0.13420012783778573,1.0567598991749256,0.19151842641023212,0.9441039217799958,25.0
2023-09-17,-0.14519786885334365,0.613940520173513,0.12298840322424705,0.923285150199255,17.0
2023-09-18,0.09557197428186191,0.6999150776780652,-0.28062801606447507,0.3137363816048629,9.0
2023-09-19,-0.07103148927433281,0.4441840553208401,-0.029800797830454973,0.9203569630218017,8.0
2023-09-20,0.009824358500899098,0.17894616136364014,0.16216929106830963,0.48494591412022486,2.0
2023-09-21,0.031434471814572124,1.0141764777601947,0.762046532830378,0.6428683179302924,11.0
2023-09-22,-0.04275226435180937,1.0669986186565483,0.5335563513593852,1.201216937699479,18.0
2023-09-23,-0.48295778939409345,0.6838479100892328,0.3348921833527627,0.6478644882941009,16.0
2023-10-01,-1.7283672274684296,1.0,0.2031249206174128,1.0,1.0
2023-10-02,-0.07081333237466156,1.0,-1.922292973946561,1.0,1.0
2023-10-04,0.7071067811865476,1.0,0.7071067811865477,1.0,1.0
2023-10-05,-0.03748776855336728,1.0,0.14636429279507143,1.0,1.0
2023-10-06,-1.5337086000498676,3.270519621164073,1.4780665421431731,0.9392178629966783,2.0
2023-10-07,0.1041592923472552,0.28872484012198196,0.36215249533439214,0.3707396143118469,2.0
2023-10-18,-0.06740881811652384,1.0,0.01492777421588344,1.0,1.0
2023-10-19,-0.4288740082742791,0.9041819191160327,0.3318709984677907,0.600578972860841,7.0
2023-10-20,-0.07313873083193925,0.3885243540868568,0.06492245056967318,0.511850167172103,7.0
2023-10-21,0.14912139216959508,0.43739369181911325,-0.5823008288968944,0.889083088616469,7.0
2023-10-22,0.09324978619191278,0.5155258658271641,-0.6527030857126341,0.8434932785780931,6.0
2023-10-23,0.0424336599129873,1.0,-1.1497136942345485,1.0,1.0
2023-10-24,-0.245154540528482,0.29747595969985796,0.18820286344743897,0.8717826463819596,4.0
2023-10-25,-0.45420325616857987,0.9743444960335519,0.19898161206932544,0.8553478792203418,7.0
2023-10-26,0.2280686224988398,0.37377107110080543,-0.24664539970324212,1.0020684627477026,5.0
2023-10-27,-0.6193223310309008,0.69998389188315,0.9927030804634636,0.673217152574881,2.0
2023-10-28,0.09374183365041595,1.0,0.9733088881623848,1.0,1.0
2023-10-30,0.30191861389953795,1.0,1.1078710169759027,1.0,1.0
2023-10-31,-0.7476847330442538,1.0,-0.30117457687265115,1.0,1.0
2023-11-02,-0.6106066650700868,1.0,0.019553807248830712,1.0,1.0
2023-11-03,1.1006549434556032,1.0,1.8884188617349456,1.0,1.0
2023-11-04,-0.844447126476765,1.0,-1.4338942468815774,1.0,1.0
2023-11-06,1.136403739372368,1.0,-0.3850318672174708,1.0,1.0
