index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
44135be88e13cb5bde44822b1d24ba4e,2024-09-13T13:51:40Z,'hurricane',www.newsweek.com,en,0.8,Hurricane Center Warns Tropical Storm Gordon May Form Today,"""The depression could become a tropical storm later today,"" the National Hurricane Center said of Tropical Depression Seven.",https://www.newsweek.com/tropical-storm-gordon-forming-national-hurricane-center-depression-seven-1953433,https://d.newsweek.com/en/full/2470729/tropical-storm-gordon.jpg,http://web.archive.org/web/20240914013326/https://www.newsweek.com/tropical-storm-gordon-forming-national-hurricane-center-depression-seven-1953433,"A brand new weather system brewing over the mid-Atlantic Ocean is expected to be soon renamed Tropical Storm Gordon as it intensifies.
The storm, currently named Tropical Depression Seven, is foreca… [+4242 chars]",,"Hurricane Center warnt davor, dass sich heute der Tropensturm Gordon bilden könnte. „Das Tiefdruckgebiet könnte im Laufe des Tages zu einem tropischen Sturm werden“, sagte das National Hurricane Center über das tropische Tiefdruckgebiet Sieben.","Hurricane Center Warns Tropical Storm Gordon May Form Today. ""The depression could become a tropical storm later today,"" the National Hurricane Center said of Tropical Depression Seven.","Procellae Centrum Monet Tropical Gordon hodie formare potest. ""Depressione tropica postea hodie fieri potuit"" Centrum Hurricane Nationalis de Depressione Tropical Septem dixit.",2025-12-17 13:03:48+00:00
416dd0d8a674207c1710f7bf10cae53c,2024-09-27T07:00:59Z,'tropical cyclone',www.npr.org,en,0.8,Here's how Hurricane Helene turned into a major storm,"Governors across the southeastern United States have declared statewide states of emergency as Hurricane Helene continues its ascent. After forming in the northwestern Caribbean Sea Tuesday, Helene escalated from a tropical storm, then to a cyclone, and final…",https://www.npr.org/2024/09/27/1202000782/hurricane-helene-tropical-flooding-update,https://media.npr.org/assets/img/2024/09/26/9.27.24-ep-2-_wide-debc99f97df23d955e315d4a72fed52cba1f6a5a.jpg?s=1400&c=100&f=jpeg,http://web.archive.org/web/20240927224127/https://www.npr.org/2024/09/27/1202000782/hurricane-helene-tropical-flooding-update,"Hurricane Helene became a major hurricane before landfall, reaching a Category 4 Thursday. Forecasters have been warning communities hundreds of miles inland to prepare for its powerful winds and flo… [+1696 chars]",,"Hier erfahren Sie, wie sich Hurrikan Helene zu einem großen Sturm entwickelte. Gouverneure im Südosten der USA haben den landesweiten Ausnahmezustand ausgerufen, da Hurrikan Helene seinen Aufstieg fortsetzt. Nachdem sich Helene am Dienstag im nordwestlichen Karibischen Meer gebildet hatte, eskalierte es von einem tropischen Sturm, dann zu einem Zyklon und schließlich …","Here's how Hurricane Helene turned into a major storm. Governors across the southeastern United States have declared statewide states of emergency as Hurricane Helene continues its ascent. After forming in the northwestern Caribbean Sea Tuesday, Helene escalated from a tropical storm, then to a cyclone, and final…","Ecce quomodo Procellae Helenae in maiorem tempestatem vertitur. Gubernatores Civitatum Americae meridionalis transmarinas status status tumultus declaraverunt sicut ascensus Hurricane Helene pergit. Post aquilonem in mare Martis Caribbeani interempto, Helene a tempestate tropica evasit, deinde ad cyclonem, et finalem...",2025-12-17 13:03:48+00:00
9663a2e662ed67e0c1aefc26ff7035f8,2024-09-09T17:22:00Z,'hurricane',www.newsweek.com,en,0.9,Tropical Storm Francine Spaghetti Models Show 3 States at Risk for Landfall,Francine is the sixth named storm of the Atlantic hurricane season. It is expected to strengthen into a hurricane.,https://www.newsweek.com/tropical-storm-francine-spaghetti-models-hurricane-landfall-1950951,https://d.newsweek.com/en/full/2467232/tropical-storm-francine-spaghetti-models-show-3.jpg,http://web.archive.org/web/20240910021409/https://www.newsweek.com/tropical-storm-francine-spaghetti-models-hurricane-landfall-1950951,"A storm system monitored by National Hurricane Center (NHC) experts has strengthened into a tropical storm as of late Monday morning, and forecasts show it making landfall in one of three at-risk sta… [+3032 chars]",,"Die Modelle des Tropensturms Francine Spaghetti zeigen drei Staaten, in denen die Gefahr einer Landung besteht. Francine ist der sechste benannte Sturm der atlantischen Hurrikansaison. Es wird erwartet, dass er sich zu einem Hurrikan verstärkt.",Tropical Storm Francine Spaghetti Models Show 3 States at Risk for Landfall. Francine is the sixth named storm of the Atlantic hurricane season. It is expected to strengthen into a hurricane.,Tropical Francine Spaghetti exemplum monstrant 3 Civitates in Risk pro Landfall. Francina sextus tempestas tempestatis Atlantici nominatur. Expectatur firmare procellam.,2025-12-17 13:03:48+00:00
3338f4ba5f939962f08e5499469c3f93,2024-09-09T22:30:01Z,'hurricane',www.newsweek.com,en,0.9,Watch Tropical Storm Francine Strengthen in Time-Lapse Video,Tropical Storm Francine is expected to strengthen into a hurricane by Wednesday and make landfall in Louisiana.,https://www.newsweek.com/tropical-storm-francine-watch-strengthen-timelapse-video-1951178,https://d.newsweek.com/en/full/2467581/watch-tropical-storm-francine-strengthen-timelapse.jpg,http://web.archive.org/web/20240910020905/https://www.newsweek.com/tropical-storm-francine-watch-strengthen-timelapse-video-1951178,"Tropical Storm Francine is seen strengthening in a time-lapse video shared by AccuWeather on Monday.
Tropical Storm Francine became the sixth named storm of the Atlantic hurricane season on Monday. … [+2945 chars]",,Sehen Sie sich die Stärke des Tropensturms Francine im Zeitraffervideo an. Der Tropensturm Francine wird sich voraussichtlich bis Mittwoch zu einem Hurrikan verstärken und Louisiana erreichen.,Watch Tropical Storm Francine Strengthen in Time-Lapse Video. Tropical Storm Francine is expected to strengthen into a hurricane by Wednesday and make landfall in Louisiana.,Vigilate Tropical Francine Confirma in Time-Late Video. Tropical Storm Francine expectatur ad ascensum die Mercurii confirmandum et casum in Louisiana faciet.,2025-12-17 13:03:48+00:00
d5dd3026f314f614e341c7416bd6352b,2024-09-09T23:41:53Z,'hurricane',www.espn.com,en,0.9,Saints on alert as Francine heads for Louisiana,"The New Orleans Saints are monitoring the path of Tropical Storm Francine, which is expected to intensify into a hurricane by Monday night or Tuesday morning, according to the National Hurricane Center.",https://www.espn.com/soccer/story/_/id/41198251/new-orleans-saints-alert-francine-moves-louisiana,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2024%2F0909%2Fr1384374_1296x729_16%2D9.jpg,http://web.archive.org/web/20240910001541/https://www.espn.com/soccer/story/_/id/41198251/new-orleans-saints-alert-francine-moves-louisiana,"METAIRIE, La. - The New Orleans Saints are keeping an eye on the path of Tropical Storm Francine, which is expected to intensify into a hurricane by Monday night or Tuesday morning, according to the … [+2667 chars]",,"Heilige in Alarmbereitschaft, als Francine nach Louisiana aufbricht. Die New Orleans Saints überwachen den Weg des Tropensturms Francine, der sich nach Angaben des National Hurricane Center voraussichtlich bis Montagabend oder Dienstagmorgen zu einem Hurrikan entwickeln wird.","Saints on alert as Francine heads for Louisiana. The New Orleans Saints are monitoring the path of Tropical Storm Francine, which is expected to intensify into a hurricane by Monday night or Tuesday morning, according to the National Hurricane Center.","Sancti intenti ut Francina capita pro Louisiana. Novi Orleans Sancti iter vigilantia sunt Tropical Storms Francine, quae exspectatur ut vehementius augeatur in mane noctis Lunae vel Martis, iuxta Centrum Nationalis Hurricane.",2025-12-17 13:03:48+00:00
494f66b90ba39add96a818ef0b0d7796,2024-09-10T22:43:18Z,'hurricane warning',www.newsweek.com,en,0.9,Two States Get Urgent Warnings Ahead of Tropical Storm Francine Landfall,Tropical Storm Francine is expected to strengthen into a hurricane sometime Tuesday night and make landfall on Wednesday.,https://www.newsweek.com/tropical-storm-francine-urgent-warnings-mississippi-louisiana-1951770,https://d.newsweek.com/en/full/2468443/two-states-get-urgent-warnings-tropical-storm.jpg,http://web.archive.org/web/20240910230804/https://www.newsweek.com/tropical-storm-francine-urgent-warnings-mississippi-louisiana-1951770,National Hurricane Center (NHC) meteorologists have issued an urgent warning for residents in Louisiana and Mississippi to rush any preparations before Tropical Storm Francine makes landfall on Wedne… [+3087 chars],,"Zwei Staaten erhalten dringende Warnungen vor der Landung des Tropensturms Francine. Es wird erwartet, dass sich der Tropensturm Francine irgendwann am Dienstagabend zu einem Hurrikan entwickelt und am Mittwoch auf Land trifft.",Two States Get Urgent Warnings Ahead of Tropical Storm Francine Landfall. Tropical Storm Francine is expected to strengthen into a hurricane sometime Tuesday night and make landfall on Wednesday.,Duae civitates Get Urgent Admonitiones Ante Tropical Francine Landfall. Tropical Tempestas Francine expectatur ad confirmandum in procella interdum Martis nocte ac traham die mercurii.,2025-12-17 13:03:48+00:00
aa41f92ea54a04b3584d2a3ebea9abcd,2024-09-12T04:35:05Z,'typhoon',economictimes.indiatimes.com,en,0.9,Vietnam death toll climbs to 197 as typhoon's aftermath brings flash floods and landslides,"Nearly 200 people have died and over 125 are missing in Vietnam following Typhoon Yagi, as flash floods and landslides cause widespread devastation. State media reported that the death toll surged after a flash flood wiped out Lang Nu hamlet in Lao Cai provin…",https://economictimes.indiatimes.com/news/international/world-news/vietnam-death-toll-climbs-to-197-as-typhoons-aftermath-brings-flash-floods-and-landslides/articleshow/113278601.cms,"https://img.etimg.com/thumb/msid-113278615,width-1200,height-630,imgsize-672412,overlay-economictimes/photo.jpg",http://web.archive.org/web/20240913013045/https://economictimes.indiatimes.com/news/international/world-news/vietnam-death-toll-climbs-to-197-as-typhoons-aftermath-brings-flash-floods-and-landslides/articleshow/113278601.cms,"Nearly 200 people have died in Vietnam in the aftermath of Typhoon Yagi and more than 125 are missing as flash floods and landslides take their toll, state media reported Thursday.Vietnam's VNExpress… [+2320 chars]",,"Die Zahl der Todesopfer in Vietnam steigt auf 197, da die Folgen des Taifuns Sturzfluten und Erdrutsche mit sich bringen. Fast 200 Menschen sind in Vietnam nach dem Taifun Yagi gestorben und über 125 werden vermisst, da Sturzfluten und Erdrutsche weitreichende Verwüstungen anrichten. Staatliche Medien berichteten, dass die Zahl der Todesopfer angestiegen sei, nachdem eine Sturzflut den Weiler Lang Nu in der Provinz Lao Cai ausgelöscht habe.","Vietnam death toll climbs to 197 as typhoon's aftermath brings flash floods and landslides. Nearly 200 people have died and over 125 are missing in Vietnam following Typhoon Yagi, as flash floods and landslides cause widespread devastation. State media reported that the death toll surged after a flash flood wiped out Lang Nu hamlet in Lao Cai provin…","Vietnam mortem vectigal ascendit ad 197 sicut typhonia reparata facit micos diluvia et proruit. Fere 200 homines mortui sunt et supra 125 desunt in Vietnam qui Typhon Yagi sequuntur, sicut diluvia et prolapsa claritatem vastitatem faciunt. Instrumenta publica nuntiaverunt mortem vectigal venisse post diluvium diluvium exstinctum Lang Nu hamlet in Lao Cai provin…",2025-12-17 13:03:48+00:00
3b235e99f4fcf05a6eb608294197be6b,2024-09-12T07:07:00Z,'typhoon',news.sky.com,en,0.9,Nearly 200 dead in Vietnam after typhoon,"Almost 200 people have died and more than 125 are missing in Vietnam in the aftermath of Typhoon Yagi, according to local media.",https://news.sky.com/story/vietnam-nearly-200-people-dead-in-aftermath-of-typhoon-yagi-13213240,https://e3.365dm.com/24/09/1600x900/skynews-typhoon-yagi-vietnam_6682204.jpg?20240911145536,http://web.archive.org/web/20240913015505/https://news.sky.com/story/vietnam-nearly-200-people-dead-in-aftermath-of-typhoon-yagi-13213240,"Almost 200 people have died and more than 125 are missing in Vietnam in the aftermath of Typhoon Yagi, according to local media. 
Yagi was the strongest typhoon to hit the Southeast Asian country in… [+2272 chars]",,Fast 200 Tote nach Taifun in Vietnam. Nach Angaben lokaler Medien sind in Vietnam nach dem Taifun Yagi fast 200 Menschen gestorben und mehr als 125 werden vermisst.,"Nearly 200 dead in Vietnam after typhoon. Almost 200 people have died and more than 125 are missing in Vietnam in the aftermath of Typhoon Yagi, according to local media.","Fere 200 mortui sunt in Vietnam post typhon. Fere 200 homines mortui sunt et plus quam 125 desunt in Vietnam in reparatione Typhonis Yagi, iuxta media localia.",2025-12-17 13:03:48+00:00
1692c9f3ea45c7714b0fb3033a4fd2ca,2024-09-12T15:51:01Z,'tropical depression',www.aljazeera.com,en,0.9,Francine weakens to tropical depression after slamming Louisiana,"Authorities warn of 'life-threatening' flooding as downgraded storm moves over Mississippi, causing power outages.",https://www.aljazeera.com/news/2024/9/12/francine-weakens-to-tropical-depression-after-slamming-louisiana,https://www.aljazeera.com/wp-content/uploads/2024/09/AFP__20240911__2171388151__v1__HighRes__LouisianaResidentsPrepareAsHurricaneFrancine-1726151185.jpg?resize=1920%2C1440,http://web.archive.org/web/20240912213908/https://www.aljazeera.com/news/2024/9/12/francine-weakens-to-tropical-depression-after-slamming-louisiana,"Francine has weakened to a tropical depression after slamming into Louisiana as a Category 2 hurricane and leaving widespread power outages in its wake.
On Thursday, authorities in the United States… [+3071 chars]",,"Francine schwächt sich nach einem Angriff auf Louisiana zu einem tropischen Tiefdruckgebiet ab. Behörden warnen vor „lebensbedrohlichen“ Überschwemmungen, da ein abgeschwächtes Unwetter über Mississippi zieht und zu Stromausfällen führt.","Francine weakens to tropical depression after slamming Louisiana. Authorities warn of 'life-threatening' flooding as downgraded storm moves over Mississippi, causing power outages.","Francine ad depressionem tropicam debilitatem cum Louisiana impulit. Auctoritates monent de inundatione vitae minaces ut tempestas inclinata super Mississippi moveatur, causando potestatem outages.",2025-12-17 13:03:48+00:00
e60eae7d84d1f7df964d252bc471e7f5,2024-09-13T06:49:44Z,'typhoon',www.thejournal.ie,en,0.9,Death toll from devastating typhoon in Vietnam rises to 233 people,"In the capital of Hanoi, residents have faced waist-deep floods as river levels his a 20-year high.",https://www.thejournal.ie/death-toll-typhoon-yagi-vietnam-rises-to-233-people-6486661-Sep2024/,https://img2.thejournal.ie/article/6486661/river/?height=400&version=6486674,http://web.archive.org/web/20240914012819/https://www.thejournal.ie/death-toll-typhoon-yagi-vietnam-rises-to-233-people-6486661-Sep2024/,"233 PEOPLE HAVE died in the aftermath of a disastrous typhoon in Vietnam as rescue workers continue to operate in areas that were hit hard by flash floods and landslides.
More than 800 people have b… [+2610 chars]",,"Die Zahl der Todesopfer durch den verheerenden Taifun in Vietnam steigt auf 233 Menschen. In der Hauptstadt Hanoi waren die Bewohner mit hüfthohen Überschwemmungen konfrontiert, da der Wasserstand des Flusses den höchsten Stand seit 20 Jahren erreichte.","Death toll from devastating typhoon in Vietnam rises to 233 people. In the capital of Hanoi, residents have faced waist-deep floods as river levels his a 20-year high.","Mortuus vectigal ex typhoon vastando in Vietnam oritur ad 233 homines. In urbe Hanoi, habitant ad inundationes lumbos profundissimas, sicut flumen aequat viginti annos suos altus.",2025-12-17 13:03:48+00:00
